case_id,system,root_service,fault,repetition,n_pre,n_post,mechanism,rate,replicate,realized_rate,method,rank,reciprocal_rank,avg_at_5,normalized_rank,hit_at_1,hit_at_3,hit_at_5,candidate_count,elapsed_ms,top_5,top_evidence_metric,root_observed_fraction,root_streams_available,root_streams_total,root_pre_observed_fraction,root_post_observed_fraction,root_streams_pre_available,root_streams_post_available,root_streams_scorable,observed_fraction,runner_version,code_hash,config_fingerprint,source_fingerprint,source_size,source_mtime_ns,window
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,0,0.10010384923134544,baro,14,0.07142857142857142,0.0,0.18840579710144928,0,0,0,70,502.27519997861236,ts-auth-service|ts-payment-service|ts-food-map-service|ts-ticket-office-mongo|ts-security-mongo,ts-auth-service_container-memory-rss,0.8184615384615385,26,26,0.7701282051282051,0.8667948717948718,22,26,22,0.8921350210970465,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,0,0.10010384923134544,median_shift,16,0.0625,0.0,0.21739130434782608,0,0,0,70,147.65199995599687,192-168-93-129-9100|ts-auth-mongo|ts-auth-service|ts-config-service|ts-food-mongo,192-168-93-129-9100_node-disk-read-bytes-total,0.8184615384615385,26,26,0.7701282051282051,0.8667948717948718,22,26,22,0.8921350210970465,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,0,0.10010384923134544,nsigma,2,0.5,0.8,0.014492753623188406,0,1,1,70,465.43240000028163,ts-consign-price-service|ts-travel-service|ts-config-service|ts-route-service|ts-food-service,ts-consign-price-service_istio-latency-99,0.8184615384615385,26,26,0.7701282051282051,0.8667948717948718,22,26,22,0.8921350210970465,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,1,0.10007263771372796,baro,12,0.08333333333333333,0.0,0.15942028985507245,0,0,0,70,543.8846000470221,ts-route-service|ts-food-map-service|ts-ticket-office-mongo|ts-security-mongo|ts-consign-price-mongo,ts-route-service_container-memory-rss,0.8198717948717948,26,26,0.7793589743589744,0.8603846153846154,22,26,22,0.8921659634317862,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,1,0.10007263771372796,median_shift,15,0.06666666666666667,0.0,0.2028985507246377,0,0,0,70,146.99340000515804,192-168-93-129-9100|ts-auth-mongo|ts-auth-service|ts-config-service|ts-news-service,192-168-93-129-9100_node-disk-read-bytes-total,0.8198717948717948,26,26,0.7793589743589744,0.8603846153846154,22,26,22,0.8921659634317862,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,1,0.10007263771372796,nsigma,2,0.5,0.8,0.014492753623188406,0,1,1,70,413.9725000131875,ts-consign-price-service|ts-travel-service|ts-config-service|ts-route-service|ts-food-service,ts-consign-price-service_istio-latency-99,0.8198717948717948,26,26,0.7793589743589744,0.8603846153846154,22,26,22,0.8921659634317862,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,2,0.09993360458979554,baro,14,0.07142857142857142,0.0,0.18840579710144928,0,0,0,70,505.89049997506663,ts-auth-service|ts-food-map-service|ts-ticket-office-mongo|ts-security-mongo|ts-ticket-office-service,ts-auth-service_container-memory-rss,0.8261538461538461,26,26,0.7784615384615384,0.8738461538461538,22,26,22,0.8923037974683544,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,2,0.09993360458979554,median_shift,17,0.058823529411764705,0.0,0.2318840579710145,0,0,0,70,144.76950000971556,192-168-93-129-9100|ts-auth-mongo|ts-auth-service|ts-config-service|ts-food-mongo,192-168-93-129-9100_node-disk-read-bytes-total,0.8261538461538461,26,26,0.7784615384615384,0.8738461538461538,22,26,22,0.8923037974683544,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,2,0.09993360458979554,nsigma,2,0.5,0.8,0.014492753623188406,0,1,1,70,429.4021000387147,ts-consign-price-service|ts-travel-service|ts-config-service|ts-route-service|ts-food-service,ts-consign-price-service_istio-latency-99,0.8261538461538461,26,26,0.7784615384615384,0.8738461538461538,22,26,22,0.8923037974683544,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,3,0.10010384923134544,baro,13,0.07692307692307693,0.0,0.17391304347826086,0,0,0,70,501.2067999923602,ts-auth-service|ts-food-map-service|ts-ticket-office-mongo|ts-security-mongo|ts-ticket-office-service,ts-auth-service_container-memory-rss,0.8184615384615385,26,26,0.7566666666666667,0.8802564102564102,22,26,22,0.8921350210970465,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
TT/ts-travel-service_mem/4,TT,ts-travel-service,mem,4,300,300,burst,0.1,3,0.10010384923134544,median_shift,14,0.07142857142857142,0.0,0.18840579710144928,0,0,0,70,145.3079999773763,192-168-93-129-9100|ts-auth-mongo|ts-auth-service|ts-config-service|ts-food-mongo,192-168-93-129-9100_node-disk-read-bytes-total,0.8184615384615385,26,26,0.7566666666666667,0.8802564102564102,22,26,22,0.8921350210970465,baseline-v2-20260723,cd270e7871bd358937d83d9a49829637fa80007d2964084ef229f578e3733bd3,ba75425861a059dafcc477474fc3e4ed1eafdc2b47d6fdd0557337035d29a960,eec8b720d2b3fb5b49d822687e7729385c2cd5d337d370bb53cd102fd37ff02b,12027676,1693360702000000000,300
